SID,USA_SSHS,NATURE,LON,LAT,STORM_SPEED,BASIN,DIST2LAND,WMO_WIND,WMO_AGENCY,ISO_TIME,IFLAG,TD9636_STAGE,TD9636_WIND
1987015S16125,-1,TS,122.5,-16.7,8,SI,21,30,bom,1987-01-16 18:00:00,O______O___O_O_,1,25
1987015S16125,-1,TS,122.1,-16.5,6,SI,61,30,bom,1987-01-16 21:00:00,P______O___P_P_,1,25
1987015S16125,-1,TS,121.8,-16.5,5,SI,85,30,bom,1987-01-17 00:00:00,O______O___O_O_,1,25
1987015S16125,-1,TS,121.6,-16.7,4,SI,86,30,bom,1987-01-17 03:00:00,P______O___P_P_,1,26
1987015S16125,-1,TS,121.5,-16.8,4,SI,91,30,bom,1987-01-17 06:00:00,O______O___P_O_,1,28
1987015S16125,-1,TS,121.5,-17.0,4,SI,81,30,bom,1987-01-17 09:00:00,P______O___P_P_,1,29
1987015S16125,-1,TS,121.4,-17.2,4,SI,87,35,bom,1987-01-17 12:00:00,O______V___O_O_,1,30
1987015S16125,-1,TS,121.2,-17.3,6,SI,101,35,bom,1987-01-17 15:00:00,P______O___P_P_,1,34
1987015S16125,0,TS,121.0,-17.6,4,SI,116,40,bom,1987-01-17 18:00:00,O______O___P_O_,1,38
1987015S16125,0,TS,121.0,-17.7,3,SI,117,45,bom,1987-01-17 21:00:00,P______O___P_P_,1,41
1987015S16125,0,TS,120.8,-17.8,6,SI,130,50,bom,1987-01-18 00:00:00,O______O___O_O_,2,45
1987015S16125,0,TS,120.4,-18.0,8,SI,152,50,bom,1987-01-18 03:00:00,P______O___P_P_,2,48
1987015S16125,0,TS,120.0,-18.2,8,SI,183,55,bom,1987-01-18 06:00:00,O______O___P_O_,2,50
1987015S16125,0,TS,119.7,-18.3,7,SI,186,60,bom,1987-01-18 09:00:00,P______O___P_P_,2,53
1987015S16125,0,TS,119.5,-18.6,7,SI,159,60,bom,1987-01-18 12:00:00,O______V___O_O_,2,55
1987015S16125,0,TS,119.2,-18.8,7,SI,145,65,bom,1987-01-18 15:00:00,P______O___P_P_,2,55
1987015S16125,0,TS,119.0,-19.1,7,SI,112,70,bom,1987-01-18 18:00:00,O______O___P_O_,2,55
1987015S16125,0,TS,118.8,-19.4,5,SI,84,75,bom,1987-01-18 21:00:00,P______O___P_P_,2,55
1987015S16125,0,TS,118.7,-19.6,5,SI,79,80,bom,1987-01-19 00:00:00,O______O___O_O_,2,55
1987015S16125,0,TS,118.5,-19.8,5,SI,67,85,bom,1987-01-19 03:00:00,P______O___P_P_,2,54
1987015S16125,0,TS,118.4,-20.0,6,SI,44,85,bom,1987-01-19 06:00:00,O______O___P_O_,2,53
1987015S16125,0,TS,118.3,-20.3,6,SI,11,85,bom,1987-01-19 09:00:00,P______O___P_P_,2,51
1987015S16125,0,TS,118.2,-20.6,7,SI,0,80,bom,1987-01-19 12:00:00,O______V___O_O_,2,50
1987015S16125,0,TS,118.0,-20.9,8,SI,0,70,bom,1987-01-19 15:00:00,P______O___P_P_,2,50
1987015S16125,0,TS,117.8,-21.3,8,SI,0,65,bom,1987-01-19 18:00:00,O______O___P_O_,2,50
1987015S16125,0,TS,117.9,-21.7,8,SI,0,60,bom,1987-01-19 21:00:00,P______O___P_P_,2,50
1987015S16125,0,TS,118.0,-22.1,7,SI,0,55,bom,1987-01-20 00:00:00,O______O___O_O_,2,50
1987015S16125,0,TS,118.0,-22.4,7,SI,0,50,bom,1987-01-20 03:00:00,P______O___P_P_,2,48
1987015S16125,0,TS,118.1,-22.8,8,SI,0,40,bom,1987-01-20 06:00:00,O______O___P_O_,2,45
1987015S16125,0,TS,118.1,-23.2,9,SI,0,35,bom,1987-01-20 09:00:00,P______O___P_P_,2,43
1987015S16125,0,TS,118.3,-23.7,10,SI,0,30,bom,1987-01-20 12:00:00,O______O___O_O_,2,40
1987015S16125,0,TS,118.6,-24.1,11,SI,0,30,bom,1987-01-20 15:00:00,P______O___P_P_,2,38
1987015S16125,0,TS,118.9,-24.6,12,SI,0,30,bom,1987-01-20 18:00:00,O______O___P_O_,2,35
1987015S16125,-1,TS,119.1,-25.2,13,SI,0,30,bom,1987-01-20 21:00:00,P______O___P_P_,2,33
1987015S16125,-1,TS,119.3,-25.9,12,SI,0,30,bom,1987-01-21 00:00:00,O______O___O_O_,1,30
1987015S16125,-5,TS,119.6,-26.4,11,SI,0,30,bom,1987-01-21 03:00:00,_______O___P_P_,1, 
1987015S16125,-5,TS,119.7,-26.9,9,SI,0,30,bom,1987-01-21 06:00:00,_______O___P_O_,1, 
1987015S16125,-5,TS,119.8,-27.2,7,SI,0,30,bom,1987-01-21 09:00:00,_______O___P_P_,1, 
1987015S16125,-5,MX,120.0,-27.5,11,SI,0,25,bom,1987-01-21 12:00:00,_______O___O_O_,5, 
1987015S16125,-5,MX,120.6,-28.0,15,SI,0,25,bom,1987-01-21 15:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,121.4,-28.4,16,SI,0,25,bom,1987-01-21 18:00:00,_______O___P_O_,5, 
1987015S16125,-5,MX,122.1,-28.9,15,SI,0,25,bom,1987-01-21 21:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,122.7,-29.3,13,SI,0,25,bom,1987-01-22 00:00:00,_______O___O_O_,5, 
1987015S16125,-5,MX,123.3,-29.6,12,SI,0,20,bom,1987-01-22 03:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,123.9,-29.9,13,SI,0,20,bom,1987-01-22 06:00:00,_______O___P_O_,5, 
1987015S16125,-5,MX,124.6,-30.3,14,SI,0,20,bom,1987-01-22 09:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,125.2,-30.7,15,SI,0,20,bom,1987-01-22 12:00:00,_______O___O_O_,5, 
1987015S16125,-5,MX,125.7,-31.5,17,SI,0,20,bom,1987-01-22 15:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,126.2,-32.1,15,SI,0,20,bom,1987-01-22 18:00:00,_______O___P_O_,5, 
1987015S16125,-5,MX,126.6,-32.8,20,SI,56,20,bom,1987-01-22 21:00:00,_______O___P_P_,5, 
1987015S16125,-5,MX,127.0,-34.0,24,SI,189,20,bom,1987-01-23 00:00:00,_______O___O_O_,5, 
1987015S16125,-5,TS,127.1,-35.2,29,SI,323,20,bom,1987-01-23 03:00:00,_______O_____P_,5, 
1987015S16125,-5,TS,127.1,-36.9,34,SI,462,20,bom,1987-01-23 06:00:00,_______O_____O_,5, 
